"","--dataset","--n_obs","--dim_in","--rep","--path"
"786","rbf",100,50,12,"cat"
"787","matern32",100,50,12,"cat"
"788","complex",100,50,12,"cat"
"789","linear",200,50,12,"cat"
"790","rbf",200,50,12,"cat"
"791","matern32",200,50,12,"cat"
"792","complex",200,50,12,"cat"
"793","linear",500,50,12,"cat"
"794","rbf",500,50,12,"cat"
"795","matern32",500,50,12,"cat"
"796","complex",500,50,12,"cat"
"797","linear",1000,50,12,"cat"
"798","rbf",1000,50,12,"cat"
"799","matern32",1000,50,12,"cat"
"800","complex",1000,50,12,"cat"
"801","linear",100,100,12,"cat"
"802","rbf",100,100,12,"cat"
"803","matern32",100,100,12,"cat"
"804","complex",100,100,12,"cat"
"805","linear",200,100,12,"cat"
"806","rbf",200,100,12,"cat"
"807","matern32",200,100,12,"cat"
"808","complex",200,100,12,"cat"
"809","linear",500,100,12,"cat"
"810","rbf",500,100,12,"cat"
"811","matern32",500,100,12,"cat"
"812","complex",500,100,12,"cat"
"813","linear",1000,100,12,"cat"
"814","rbf",1000,100,12,"cat"
"815","matern32",1000,100,12,"cat"
"816","complex",1000,100,12,"cat"
"817","linear",100,200,12,"cat"
"818","rbf",100,200,12,"cat"
"819","matern32",100,200,12,"cat"
"820","complex",100,200,12,"cat"
"821","linear",200,200,12,"cat"
"822","rbf",200,200,12,"cat"
"823","matern32",200,200,12,"cat"
"824","complex",200,200,12,"cat"
"825","linear",500,200,12,"cat"
"826","rbf",500,200,12,"cat"
"827","matern32",500,200,12,"cat"
"828","complex",500,200,12,"cat"
"829","linear",1000,200,12,"cat"
"830","rbf",1000,200,12,"cat"
"831","matern32",1000,200,12,"cat"
"832","complex",1000,200,12,"cat"
"833","linear",100,25,13,"cat"
"834","rbf",100,25,13,"cat"
"835","matern32",100,25,13,"cat"
"836","complex",100,25,13,"cat"
"837","linear",200,25,13,"cat"
"838","rbf",200,25,13,"cat"
"839","matern32",200,25,13,"cat"
"840","complex",200,25,13,"cat"
"841","linear",500,25,13,"cat"
"842","rbf",500,25,13,"cat"
"843","matern32",500,25,13,"cat"
"844","complex",500,25,13,"cat"
"845","linear",1000,25,13,"cat"
"846","rbf",1000,25,13,"cat"
"847","matern32",1000,25,13,"cat"
"848","complex",1000,25,13,"cat"
"849","linear",100,50,13,"cat"
"850","rbf",100,50,13,"cat"
"851","matern32",100,50,13,"cat"
"852","complex",100,50,13,"cat"
"853","linear",200,50,13,"cat"
"854","rbf",200,50,13,"cat"
"855","matern32",200,50,13,"cat"
"856","complex",200,50,13,"cat"
"857","linear",500,50,13,"cat"
"858","rbf",500,50,13,"cat"
"859","matern32",500,50,13,"cat"
"860","complex",500,50,13,"cat"
"861","linear",1000,50,13,"cat"
"862","rbf",1000,50,13,"cat"
"863","matern32",1000,50,13,"cat"
"864","complex",1000,50,13,"cat"
"865","linear",100,100,13,"cat"
"866","rbf",100,100,13,"cat"
"867","matern32",100,100,13,"cat"
"868","complex",100,100,13,"cat"
"869","linear",200,100,13,"cat"
"870","rbf",200,100,13,"cat"
"871","matern32",200,100,13,"cat"
"872","complex",200,100,13,"cat"
"873","linear",500,100,13,"cat"
"874","rbf",500,100,13,"cat"
"875","matern32",500,100,13,"cat"
"876","complex",500,100,13,"cat"
"877","linear",1000,100,13,"cat"
"878","rbf",1000,100,13,"cat"
"879","matern32",1000,100,13,"cat"
"880","complex",1000,100,13,"cat"
"881","linear",100,200,13,"cat"
"882","rbf",100,200,13,"cat"
"883","matern32",100,200,13,"cat"
"884","complex",100,200,13,"cat"
"885","linear",200,200,13,"cat"
"886","rbf",200,200,13,"cat"
"887","matern32",200,200,13,"cat"
"888","complex",200,200,13,"cat"
"889","linear",500,200,13,"cat"
"890","rbf",500,200,13,"cat"
"891","matern32",500,200,13,"cat"
"892","complex",500,200,13,"cat"
"893","linear",1000,200,13,"cat"
"894","rbf",1000,200,13,"cat"
"895","matern32",1000,200,13,"cat"
"896","complex",1000,200,13,"cat"
"897","linear",100,25,14,"cat"
"898","rbf",100,25,14,"cat"
"899","matern32",100,25,14,"cat"
"900","complex",100,25,14,"cat"
"901","linear",200,25,14,"cat"
"902","rbf",200,25,14,"cat"
"903","matern32",200,25,14,"cat"
"904","complex",200,25,14,"cat"
"905","linear",500,25,14,"cat"
"906","rbf",500,25,14,"cat"
"907","matern32",500,25,14,"cat"
"908","complex",500,25,14,"cat"
"909","linear",1000,25,14,"cat"
"910","rbf",1000,25,14,"cat"
"911","matern32",1000,25,14,"cat"
"912","complex",1000,25,14,"cat"
"913","linear",100,50,14,"cat"
"914","rbf",100,50,14,"cat"
"915","matern32",100,50,14,"cat"
"916","complex",100,50,14,"cat"
"917","linear",200,50,14,"cat"
"918","rbf",200,50,14,"cat"
"919","matern32",200,50,14,"cat"
"920","complex",200,50,14,"cat"
"921","linear",500,50,14,"cat"
"922","rbf",500,50,14,"cat"
"923","matern32",500,50,14,"cat"
"924","complex",500,50,14,"cat"
"925","linear",1000,50,14,"cat"
"926","rbf",1000,50,14,"cat"
"927","matern32",1000,50,14,"cat"
"928","complex",1000,50,14,"cat"
"929","linear",100,100,14,"cat"
"930","rbf",100,100,14,"cat"
"931","matern32",100,100,14,"cat"
"932","complex",100,100,14,"cat"
"933","linear",200,100,14,"cat"
"934","rbf",200,100,14,"cat"
"935","matern32",200,100,14,"cat"
"936","complex",200,100,14,"cat"
"937","linear",500,100,14,"cat"
"938","rbf",500,100,14,"cat"
"939","matern32",500,100,14,"cat"
"940","complex",500,100,14,"cat"
"941","linear",1000,100,14,"cat"
"942","rbf",1000,100,14,"cat"
"943","matern32",1000,100,14,"cat"
"944","complex",1000,100,14,"cat"
"945","linear",100,200,14,"cat"
"946","rbf",100,200,14,"cat"
"947","matern32",100,200,14,"cat"
"948","complex",100,200,14,"cat"
"949","linear",200,200,14,"cat"
"950","rbf",200,200,14,"cat"
"951","matern32",200,200,14,"cat"
"952","complex",200,200,14,"cat"
"953","linear",500,200,14,"cat"
"954","rbf",500,200,14,"cat"
"955","matern32",500,200,14,"cat"
"956","complex",500,200,14,"cat"
"957","linear",1000,200,14,"cat"
"958","rbf",1000,200,14,"cat"
"959","matern32",1000,200,14,"cat"
"960","complex",1000,200,14,"cat"
"961","linear",100,25,15,"cat"
"962","rbf",100,25,15,"cat"
"963","matern32",100,25,15,"cat"
"964","complex",100,25,15,"cat"
"965","linear",200,25,15,"cat"
"966","rbf",200,25,15,"cat"
"967","matern32",200,25,15,"cat"
"968","complex",200,25,15,"cat"
"969","linear",500,25,15,"cat"
"970","rbf",500,25,15,"cat"
"971","matern32",500,25,15,"cat"
"972","complex",500,25,15,"cat"
"973","linear",1000,25,15,"cat"
"974","rbf",1000,25,15,"cat"
"975","matern32",1000,25,15,"cat"
"976","complex",1000,25,15,"cat"
"977","linear",100,50,15,"cat"
"978","rbf",100,50,15,"cat"
"979","matern32",100,50,15,"cat"
"980","complex",100,50,15,"cat"
"981","linear",200,50,15,"cat"
"982","rbf",200,50,15,"cat"
"983","matern32",200,50,15,"cat"
"984","complex",200,50,15,"cat"
"985","linear",500,50,15,"cat"
"986","rbf",500,50,15,"cat"
"987","matern32",500,50,15,"cat"
"988","complex",500,50,15,"cat"
"989","linear",1000,50,15,"cat"
"990","rbf",1000,50,15,"cat"
"991","matern32",1000,50,15,"cat"
"992","complex",1000,50,15,"cat"
"993","linear",100,100,15,"cat"
"994","rbf",100,100,15,"cat"
"995","matern32",100,100,15,"cat"
"996","complex",100,100,15,"cat"
"997","linear",200,100,15,"cat"
"998","rbf",200,100,15,"cat"
"999","matern32",200,100,15,"cat"
"1000","complex",200,100,15,"cat"
"1001","linear",500,100,15,"cat"
"1002","rbf",500,100,15,"cat"
"1003","matern32",500,100,15,"cat"
"1004","complex",500,100,15,"cat"
"1005","linear",1000,100,15,"cat"
"1006","rbf",1000,100,15,"cat"
"1007","matern32",1000,100,15,"cat"
"1008","complex",1000,100,15,"cat"
"1009","linear",100,200,15,"cat"
"1010","rbf",100,200,15,"cat"
"1011","matern32",100,200,15,"cat"
"1012","complex",100,200,15,"cat"
"1013","linear",200,200,15,"cat"
"1014","rbf",200,200,15,"cat"
"1015","matern32",200,200,15,"cat"
"1016","complex",200,200,15,"cat"
"1017","linear",500,200,15,"cat"
"1018","rbf",500,200,15,"cat"
"1019","matern32",500,200,15,"cat"
"1020","complex",500,200,15,"cat"
"1021","linear",1000,200,15,"cat"
"1022","rbf",1000,200,15,"cat"
"1023","matern32",1000,200,15,"cat"
"1024","complex",1000,200,15,"cat"
"1025","linear",100,25,16,"cat"
"1026","rbf",100,25,16,"cat"
"1027","matern32",100,25,16,"cat"
"1028","complex",100,25,16,"cat"
"1029","linear",200,25,16,"cat"
"1030","rbf",200,25,16,"cat"
"1031","matern32",200,25,16,"cat"
"1032","complex",200,25,16,"cat"
"1033","linear",500,25,16,"cat"
"1034","rbf",500,25,16,"cat"
"1035","matern32",500,25,16,"cat"
"1036","complex",500,25,16,"cat"
"1037","linear",1000,25,16,"cat"
"1038","rbf",1000,25,16,"cat"
"1039","matern32",1000,25,16,"cat"
"1040","complex",1000,25,16,"cat"
"1041","linear",100,50,16,"cat"
"1042","rbf",100,50,16,"cat"
"1043","matern32",100,50,16,"cat"
"1044","complex",100,50,16,"cat"
"1045","linear",200,50,16,"cat"
"1046","rbf",200,50,16,"cat"
"1047","matern32",200,50,16,"cat"
"1048","complex",200,50,16,"cat"
"1049","linear",500,50,16,"cat"
"1050","rbf",500,50,16,"cat"
"1051","matern32",500,50,16,"cat"
"1052","complex",500,50,16,"cat"
"1053","linear",1000,50,16,"cat"
"1054","rbf",1000,50,16,"cat"
"1055","matern32",1000,50,16,"cat"
"1056","complex",1000,50,16,"cat"
"1057","linear",100,100,16,"cat"
"1058","rbf",100,100,16,"cat"
"1059","matern32",100,100,16,"cat"
"1060","complex",100,100,16,"cat"
"1061","linear",200,100,16,"cat"
"1062","rbf",200,100,16,"cat"
"1063","matern32",200,100,16,"cat"
"1064","complex",200,100,16,"cat"
"1065","linear",500,100,16,"cat"
"1066","rbf",500,100,16,"cat"
"1067","matern32",500,100,16,"cat"
"1068","complex",500,100,16,"cat"
"1069","linear",1000,100,16,"cat"
"1070","rbf",1000,100,16,"cat"
"1071","matern32",1000,100,16,"cat"
"1072","complex",1000,100,16,"cat"
"1073","linear",100,200,16,"cat"
"1074","rbf",100,200,16,"cat"
"1075","matern32",100,200,16,"cat"
"1076","complex",100,200,16,"cat"
"1077","linear",200,200,16,"cat"
"1078","rbf",200,200,16,"cat"
"1079","matern32",200,200,16,"cat"
"1080","complex",200,200,16,"cat"
"1081","linear",500,200,16,"cat"
"1082","rbf",500,200,16,"cat"
"1083","matern32",500,200,16,"cat"
"1084","complex",500,200,16,"cat"
"1085","linear",1000,200,16,"cat"
"1086","rbf",1000,200,16,"cat"
"1087","matern32",1000,200,16,"cat"
"1088","complex",1000,200,16,"cat"
"1089","linear",100,25,17,"cat"
"1090","rbf",100,25,17,"cat"
"1091","matern32",100,25,17,"cat"
"1092","complex",100,25,17,"cat"
"1093","linear",200,25,17,"cat"
"1094","rbf",200,25,17,"cat"
"1095","matern32",200,25,17,"cat"
"1096","complex",200,25,17,"cat"
"1097","linear",500,25,17,"cat"
"1098","rbf",500,25,17,"cat"
"1099","matern32",500,25,17,"cat"
"1100","complex",500,25,17,"cat"
"1101","linear",1000,25,17,"cat"
"1102","rbf",1000,25,17,"cat"
"1103","matern32",1000,25,17,"cat"
"1104","complex",1000,25,17,"cat"
"1105","linear",100,50,17,"cat"
"1106","rbf",100,50,17,"cat"
"1107","matern32",100,50,17,"cat"
"1108","complex",100,50,17,"cat"
"1109","linear",200,50,17,"cat"
"1110","rbf",200,50,17,"cat"
"1111","matern32",200,50,17,"cat"
"1112","complex",200,50,17,"cat"
"1113","linear",500,50,17,"cat"
"1114","rbf",500,50,17,"cat"
"1115","matern32",500,50,17,"cat"
"1116","complex",500,50,17,"cat"
"1117","linear",1000,50,17,"cat"
"1118","rbf",1000,50,17,"cat"
"1119","matern32",1000,50,17,"cat"
"1120","complex",1000,50,17,"cat"
"1121","linear",100,100,17,"cat"
"1122","rbf",100,100,17,"cat"
"1123","matern32",100,100,17,"cat"
"1124","complex",100,100,17,"cat"
"1125","linear",200,100,17,"cat"
"1126","rbf",200,100,17,"cat"
"1127","matern32",200,100,17,"cat"
"1128","complex",200,100,17,"cat"
"1129","linear",500,100,17,"cat"
"1130","rbf",500,100,17,"cat"
"1131","matern32",500,100,17,"cat"
"1132","complex",500,100,17,"cat"
"1133","linear",1000,100,17,"cat"
"1134","rbf",1000,100,17,"cat"
"1135","matern32",1000,100,17,"cat"
"1136","complex",1000,100,17,"cat"
"1137","linear",100,200,17,"cat"
"1138","rbf",100,200,17,"cat"
"1139","matern32",100,200,17,"cat"
"1140","complex",100,200,17,"cat"
"1141","linear",200,200,17,"cat"
"1142","rbf",200,200,17,"cat"
"1143","matern32",200,200,17,"cat"
"1144","complex",200,200,17,"cat"
"1145","linear",500,200,17,"cat"
"1146","rbf",500,200,17,"cat"
"1147","matern32",500,200,17,"cat"
"1148","complex",500,200,17,"cat"
"1149","linear",1000,200,17,"cat"
"1150","rbf",1000,200,17,"cat"
"1151","matern32",1000,200,17,"cat"
"1152","complex",1000,200,17,"cat"
"1153","linear",100,25,18,"cat"
"1154","rbf",100,25,18,"cat"
"1155","matern32",100,25,18,"cat"
"1156","complex",100,25,18,"cat"
"1157","linear",200,25,18,"cat"
"1158","rbf",200,25,18,"cat"
"1159","matern32",200,25,18,"cat"
"1160","complex",200,25,18,"cat"
"1161","linear",500,25,18,"cat"
"1162","rbf",500,25,18,"cat"
"1163","matern32",500,25,18,"cat"
"1164","complex",500,25,18,"cat"
"1165","linear",1000,25,18,"cat"
"1166","rbf",1000,25,18,"cat"
"1167","matern32",1000,25,18,"cat"
"1168","complex",1000,25,18,"cat"
"1169","linear",100,50,18,"cat"
"1170","rbf",100,50,18,"cat"
"1171","matern32",100,50,18,"cat"
"1172","complex",100,50,18,"cat"
"1173","linear",200,50,18,"cat"
"1174","rbf",200,50,18,"cat"
"1175","matern32",200,50,18,"cat"
"1176","complex",200,50,18,"cat"
"1177","linear",500,50,18,"cat"
"1178","rbf",500,50,18,"cat"
"1179","matern32",500,50,18,"cat"
"1180","complex",500,50,18,"cat"
"1181","linear",1000,50,18,"cat"
"1182","rbf",1000,50,18,"cat"
"1183","matern32",1000,50,18,"cat"
"1184","complex",1000,50,18,"cat"
"1185","linear",100,100,18,"cat"
"1186","rbf",100,100,18,"cat"
"1187","matern32",100,100,18,"cat"
"1188","complex",100,100,18,"cat"
"1189","linear",200,100,18,"cat"
"1190","rbf",200,100,18,"cat"
"1191","matern32",200,100,18,"cat"
"1192","complex",200,100,18,"cat"
"1193","linear",500,100,18,"cat"
"1194","rbf",500,100,18,"cat"
"1195","matern32",500,100,18,"cat"
"1196","complex",500,100,18,"cat"
"1197","linear",1000,100,18,"cat"
"1198","rbf",1000,100,18,"cat"
"1199","matern32",1000,100,18,"cat"
"1200","complex",1000,100,18,"cat"
"1201","linear",100,200,18,"cat"
"1202","rbf",100,200,18,"cat"
"1203","matern32",100,200,18,"cat"
"1204","complex",100,200,18,"cat"
"1205","linear",200,200,18,"cat"
"1206","rbf",200,200,18,"cat"
"1207","matern32",200,200,18,"cat"
"1208","complex",200,200,18,"cat"
"1209","linear",500,200,18,"cat"
"1210","rbf",500,200,18,"cat"
"1211","matern32",500,200,18,"cat"
"1212","complex",500,200,18,"cat"
"1213","linear",1000,200,18,"cat"
"1214","rbf",1000,200,18,"cat"
"1215","matern32",1000,200,18,"cat"
"1216","complex",1000,200,18,"cat"
"1217","linear",100,25,19,"cat"
"1218","rbf",100,25,19,"cat"
"1219","matern32",100,25,19,"cat"
"1220","complex",100,25,19,"cat"
"1221","linear",200,25,19,"cat"
"1222","rbf",200,25,19,"cat"
"1223","matern32",200,25,19,"cat"
"1224","complex",200,25,19,"cat"
"1225","linear",500,25,19,"cat"
"1226","rbf",500,25,19,"cat"
"1227","matern32",500,25,19,"cat"
"1228","complex",500,25,19,"cat"
"1229","linear",1000,25,19,"cat"
"1230","rbf",1000,25,19,"cat"
"1231","matern32",1000,25,19,"cat"
"1232","complex",1000,25,19,"cat"
"1233","linear",100,50,19,"cat"
"1234","rbf",100,50,19,"cat"
"1235","matern32",100,50,19,"cat"
"1236","complex",100,50,19,"cat"
"1237","linear",200,50,19,"cat"
"1238","rbf",200,50,19,"cat"
"1239","matern32",200,50,19,"cat"
"1240","complex",200,50,19,"cat"
"1241","linear",500,50,19,"cat"
"1242","rbf",500,50,19,"cat"
"1243","matern32",500,50,19,"cat"
"1244","complex",500,50,19,"cat"
"1245","linear",1000,50,19,"cat"
"1246","rbf",1000,50,19,"cat"
"1247","matern32",1000,50,19,"cat"
"1248","complex",1000,50,19,"cat"
"1249","linear",100,100,19,"cat"
"1250","rbf",100,100,19,"cat"
"1251","matern32",100,100,19,"cat"
"1252","complex",100,100,19,"cat"
"1253","linear",200,100,19,"cat"
"1254","rbf",200,100,19,"cat"
"1255","matern32",200,100,19,"cat"
"1256","complex",200,100,19,"cat"
"1257","linear",500,100,19,"cat"
"1258","rbf",500,100,19,"cat"
"1259","matern32",500,100,19,"cat"
"1260","complex",500,100,19,"cat"
"1261","linear",1000,100,19,"cat"
"1262","rbf",1000,100,19,"cat"
"1263","matern32",1000,100,19,"cat"
"1264","complex",1000,100,19,"cat"
"1265","linear",100,200,19,"cat"
"1266","rbf",100,200,19,"cat"
"1267","matern32",100,200,19,"cat"
"1268","complex",100,200,19,"cat"
"1269","linear",200,200,19,"cat"
"1270","rbf",200,200,19,"cat"
"1271","matern32",200,200,19,"cat"
"1272","complex",200,200,19,"cat"
"1273","linear",500,200,19,"cat"
"1274","rbf",500,200,19,"cat"
"1275","matern32",500,200,19,"cat"
"1276","complex",500,200,19,"cat"
"1277","linear",1000,200,19,"cat"
"1278","rbf",1000,200,19,"cat"
"1279","matern32",1000,200,19,"cat"
"1280","complex",1000,200,19,"cat"
"1281","linear",100,25,0,"cont"
"1282","rbf",100,25,0,"cont"
"1283","matern32",100,25,0,"cont"
"1284","complex",100,25,0,"cont"
"1285","linear",200,25,0,"cont"
"1286","rbf",200,25,0,"cont"
"1287","matern32",200,25,0,"cont"
"1288","complex",200,25,0,"cont"
"1289","linear",500,25,0,"cont"
"1290","rbf",500,25,0,"cont"
"1291","matern32",500,25,0,"cont"
"1292","complex",500,25,0,"cont"
"1293","linear",1000,25,0,"cont"
"1294","rbf",1000,25,0,"cont"
"1295","matern32",1000,25,0,"cont"
"1296","complex",1000,25,0,"cont"
"1297","linear",100,50,0,"cont"
"1298","rbf",100,50,0,"cont"
"1299","matern32",100,50,0,"cont"
"1300","complex",100,50,0,"cont"
"1301","linear",200,50,0,"cont"
"1302","rbf",200,50,0,"cont"
"1303","matern32",200,50,0,"cont"
"1304","complex",200,50,0,"cont"
"1305","linear",500,50,0,"cont"
"1306","rbf",500,50,0,"cont"
"1307","matern32",500,50,0,"cont"
"1308","complex",500,50,0,"cont"
"1309","linear",1000,50,0,"cont"
"1310","rbf",1000,50,0,"cont"
"1311","matern32",1000,50,0,"cont"
"1312","complex",1000,50,0,"cont"
"1313","linear",100,100,0,"cont"
"1314","rbf",100,100,0,"cont"
"1315","matern32",100,100,0,"cont"
"1316","complex",100,100,0,"cont"
"1317","linear",200,100,0,"cont"
"1318","rbf",200,100,0,"cont"
"1319","matern32",200,100,0,"cont"
"1320","complex",200,100,0,"cont"
"1321","linear",500,100,0,"cont"
"1322","rbf",500,100,0,"cont"
"1323","matern32",500,100,0,"cont"
"1324","complex",500,100,0,"cont"
"1325","linear",1000,100,0,"cont"
"1326","rbf",1000,100,0,"cont"
"1327","matern32",1000,100,0,"cont"
"1328","complex",1000,100,0,"cont"
"1329","linear",100,200,0,"cont"
"1330","rbf",100,200,0,"cont"
"1331","matern32",100,200,0,"cont"
"1332","complex",100,200,0,"cont"
"1333","linear",200,200,0,"cont"
"1334","rbf",200,200,0,"cont"
"1335","matern32",200,200,0,"cont"
"1336","complex",200,200,0,"cont"
"1337","linear",500,200,0,"cont"
"1338","rbf",500,200,0,"cont"
"1339","matern32",500,200,0,"cont"
"1340","complex",500,200,0,"cont"
"1341","linear",1000,200,0,"cont"
"1342","rbf",1000,200,0,"cont"
"1343","matern32",1000,200,0,"cont"
"1344","complex",1000,200,0,"cont"
"1345","linear",100,25,1,"cont"
"1346","rbf",100,25,1,"cont"
"1347","matern32",100,25,1,"cont"
"1348","complex",100,25,1,"cont"
"1349","linear",200,25,1,"cont"
"1350","rbf",200,25,1,"cont"
"1351","matern32",200,25,1,"cont"
"1352","complex",200,25,1,"cont"
"1353","linear",500,25,1,"cont"
"1354","rbf",500,25,1,"cont"
"1355","matern32",500,25,1,"cont"
"1356","complex",500,25,1,"cont"
"1357","linear",1000,25,1,"cont"
"1358","rbf",1000,25,1,"cont"
"1359","matern32",1000,25,1,"cont"
"1360","complex",1000,25,1,"cont"
"1361","linear",100,50,1,"cont"
"1362","rbf",100,50,1,"cont"
"1363","matern32",100,50,1,"cont"
"1364","complex",100,50,1,"cont"
"1365","linear",200,50,1,"cont"
"1366","rbf",200,50,1,"cont"
"1367","matern32",200,50,1,"cont"
"1368","complex",200,50,1,"cont"
"1369","linear",500,50,1,"cont"
"1370","rbf",500,50,1,"cont"
"1371","matern32",500,50,1,"cont"
"1372","complex",500,50,1,"cont"
"1373","linear",1000,50,1,"cont"
"1374","rbf",1000,50,1,"cont"
"1375","matern32",1000,50,1,"cont"
"1376","complex",1000,50,1,"cont"
"1377","linear",100,100,1,"cont"
"1378","rbf",100,100,1,"cont"
"1379","matern32",100,100,1,"cont"
"1380","complex",100,100,1,"cont"
"1381","linear",200,100,1,"cont"
"1382","rbf",200,100,1,"cont"
"1383","matern32",200,100,1,"cont"
"1384","complex",200,100,1,"cont"
"1385","linear",500,100,1,"cont"
"1386","rbf",500,100,1,"cont"
"1387","matern32",500,100,1,"cont"
"1388","complex",500,100,1,"cont"
"1389","linear",1000,100,1,"cont"
"1390","rbf",1000,100,1,"cont"
"1391","matern32",1000,100,1,"cont"
"1392","complex",1000,100,1,"cont"
"1393","linear",100,200,1,"cont"
"1394","rbf",100,200,1,"cont"
"1395","matern32",100,200,1,"cont"
"1396","complex",100,200,1,"cont"
"1397","linear",200,200,1,"cont"
"1398","rbf",200,200,1,"cont"
"1399","matern32",200,200,1,"cont"
"1400","complex",200,200,1,"cont"
"1401","linear",500,200,1,"cont"
"1402","rbf",500,200,1,"cont"
"1403","matern32",500,200,1,"cont"
"1404","complex",500,200,1,"cont"
"1405","linear",1000,200,1,"cont"
"1406","rbf",1000,200,1,"cont"
"1407","matern32",1000,200,1,"cont"
"1408","complex",1000,200,1,"cont"
"1409","linear",100,25,2,"cont"
"1410","rbf",100,25,2,"cont"
"1411","matern32",100,25,2,"cont"
"1412","complex",100,25,2,"cont"
"1413","linear",200,25,2,"cont"
"1414","rbf",200,25,2,"cont"
"1415","matern32",200,25,2,"cont"
"1416","complex",200,25,2,"cont"
"1417","linear",500,25,2,"cont"
"1418","rbf",500,25,2,"cont"
"1419","matern32",500,25,2,"cont"
"1420","complex",500,25,2,"cont"
"1421","linear",1000,25,2,"cont"
"1422","rbf",1000,25,2,"cont"
"1423","matern32",1000,25,2,"cont"
"1424","complex",1000,25,2,"cont"
"1425","linear",100,50,2,"cont"
"1426","rbf",100,50,2,"cont"
"1427","matern32",100,50,2,"cont"
