"name","n","dim","i","data"
"rbf",150,25,14,"heart"
"matern32",150,25,14,"heart"
"complex",150,25,14,"heart"
"linear",257,25,14,"heart"
"rbf",257,25,14,"heart"
"matern32",257,25,14,"heart"
"complex",257,25,14,"heart"
"linear",50,50,14,"heart"
"rbf",50,50,14,"heart"
"matern32",50,50,14,"heart"
"complex",50,50,14,"heart"
"linear",100,50,14,"heart"
"rbf",100,50,14,"heart"
"matern32",100,50,14,"heart"
"complex",100,50,14,"heart"
"linear",150,50,14,"heart"
"rbf",150,50,14,"heart"
"matern32",150,50,14,"heart"
"complex",150,50,14,"heart"
"linear",257,50,14,"heart"
"rbf",257,50,14,"heart"
"matern32",257,50,14,"heart"
"complex",257,50,14,"heart"
"linear",50,100,14,"heart"
"rbf",50,100,14,"heart"
"matern32",50,100,14,"heart"
"complex",50,100,14,"heart"
"linear",100,100,14,"heart"
"rbf",100,100,14,"heart"
"matern32",100,100,14,"heart"
"complex",100,100,14,"heart"
"linear",150,100,14,"heart"
"rbf",150,100,14,"heart"
"matern32",150,100,14,"heart"
"complex",150,100,14,"heart"
"linear",257,100,14,"heart"
"rbf",257,100,14,"heart"
"matern32",257,100,14,"heart"
"complex",257,100,14,"heart"
"linear",50,25,15,"heart"
"rbf",50,25,15,"heart"
"matern32",50,25,15,"heart"
"complex",50,25,15,"heart"
"linear",100,25,15,"heart"
"rbf",100,25,15,"heart"
"matern32",100,25,15,"heart"
"complex",100,25,15,"heart"
"linear",150,25,15,"heart"
"rbf",150,25,15,"heart"
"matern32",150,25,15,"heart"
"complex",150,25,15,"heart"
"linear",257,25,15,"heart"
"rbf",257,25,15,"heart"
"matern32",257,25,15,"heart"
"complex",257,25,15,"heart"
"linear",50,50,15,"heart"
"rbf",50,50,15,"heart"
"matern32",50,50,15,"heart"
"complex",50,50,15,"heart"
"linear",100,50,15,"heart"
"rbf",100,50,15,"heart"
"matern32",100,50,15,"heart"
"complex",100,50,15,"heart"
"linear",150,50,15,"heart"
"rbf",150,50,15,"heart"
"matern32",150,50,15,"heart"
"complex",150,50,15,"heart"
"linear",257,50,15,"heart"
"rbf",257,50,15,"heart"
"matern32",257,50,15,"heart"
"complex",257,50,15,"heart"
"linear",50,100,15,"heart"
"rbf",50,100,15,"heart"
"matern32",50,100,15,"heart"
"complex",50,100,15,"heart"
"linear",100,100,15,"heart"
"rbf",100,100,15,"heart"
"matern32",100,100,15,"heart"
"complex",100,100,15,"heart"
"linear",150,100,15,"heart"
"rbf",150,100,15,"heart"
"matern32",150,100,15,"heart"
"complex",150,100,15,"heart"
"linear",257,100,15,"heart"
"rbf",257,100,15,"heart"
"matern32",257,100,15,"heart"
"complex",257,100,15,"heart"
"linear",50,25,16,"heart"
"rbf",50,25,16,"heart"
"matern32",50,25,16,"heart"
"complex",50,25,16,"heart"
"linear",100,25,16,"heart"
"rbf",100,25,16,"heart"
"matern32",100,25,16,"heart"
"complex",100,25,16,"heart"
"linear",150,25,16,"heart"
"rbf",150,25,16,"heart"
"matern32",150,25,16,"heart"
"complex",150,25,16,"heart"
"linear",257,25,16,"heart"
"rbf",257,25,16,"heart"
"matern32",257,25,16,"heart"
"complex",257,25,16,"heart"
"linear",50,50,16,"heart"
"rbf",50,50,16,"heart"
"matern32",50,50,16,"heart"
"complex",50,50,16,"heart"
"linear",100,50,16,"heart"
"rbf",100,50,16,"heart"
"matern32",100,50,16,"heart"
"complex",100,50,16,"heart"
"linear",150,50,16,"heart"
"rbf",150,50,16,"heart"
"matern32",150,50,16,"heart"
"complex",150,50,16,"heart"
"linear",257,50,16,"heart"
"rbf",257,50,16,"heart"
"matern32",257,50,16,"heart"
"complex",257,50,16,"heart"
"linear",50,100,16,"heart"
"rbf",50,100,16,"heart"
"matern32",50,100,16,"heart"
"complex",50,100,16,"heart"
"linear",100,100,16,"heart"
"rbf",100,100,16,"heart"
"matern32",100,100,16,"heart"
"complex",100,100,16,"heart"
"linear",150,100,16,"heart"
"rbf",150,100,16,"heart"
"matern32",150,100,16,"heart"
"complex",150,100,16,"heart"
"linear",257,100,16,"heart"
"rbf",257,100,16,"heart"
"matern32",257,100,16,"heart"
"complex",257,100,16,"heart"
"linear",50,25,17,"heart"
"rbf",50,25,17,"heart"
"matern32",50,25,17,"heart"
"complex",50,25,17,"heart"
"linear",100,25,17,"heart"
"rbf",100,25,17,"heart"
"matern32",100,25,17,"heart"
"complex",100,25,17,"heart"
"linear",150,25,17,"heart"
"rbf",150,25,17,"heart"
"matern32",150,25,17,"heart"
"complex",150,25,17,"heart"
"linear",257,25,17,"heart"
"rbf",257,25,17,"heart"
"matern32",257,25,17,"heart"
"complex",257,25,17,"heart"
"linear",50,50,17,"heart"
"rbf",50,50,17,"heart"
"matern32",50,50,17,"heart"
"complex",50,50,17,"heart"
"linear",100,50,17,"heart"
"rbf",100,50,17,"heart"
"matern32",100,50,17,"heart"
"complex",100,50,17,"heart"
"linear",150,50,17,"heart"
"rbf",150,50,17,"heart"
"matern32",150,50,17,"heart"
"complex",150,50,17,"heart"
"linear",257,50,17,"heart"
"rbf",257,50,17,"heart"
"matern32",257,50,17,"heart"
"complex",257,50,17,"heart"
"linear",50,100,17,"heart"
"rbf",50,100,17,"heart"
"matern32",50,100,17,"heart"
"complex",50,100,17,"heart"
"linear",100,100,17,"heart"
"rbf",100,100,17,"heart"
"matern32",100,100,17,"heart"
"complex",100,100,17,"heart"
"linear",150,100,17,"heart"
"rbf",150,100,17,"heart"
"matern32",150,100,17,"heart"
"complex",150,100,17,"heart"
"linear",257,100,17,"heart"
"rbf",257,100,17,"heart"
"matern32",257,100,17,"heart"
"complex",257,100,17,"heart"
"linear",50,25,18,"heart"
"rbf",50,25,18,"heart"
"matern32",50,25,18,"heart"
"complex",50,25,18,"heart"
"linear",100,25,18,"heart"
"rbf",100,25,18,"heart"
"matern32",100,25,18,"heart"
"complex",100,25,18,"heart"
"linear",150,25,18,"heart"
"rbf",150,25,18,"heart"
"matern32",150,25,18,"heart"
"complex",150,25,18,"heart"
"linear",257,25,18,"heart"
"rbf",257,25,18,"heart"
"matern32",257,25,18,"heart"
"complex",257,25,18,"heart"
"linear",50,50,18,"heart"
"rbf",50,50,18,"heart"
"matern32",50,50,18,"heart"
"complex",50,50,18,"heart"
"linear",100,50,18,"heart"
"rbf",100,50,18,"heart"
"matern32",100,50,18,"heart"
"complex",100,50,18,"heart"
"linear",150,50,18,"heart"
"rbf",150,50,18,"heart"
"matern32",150,50,18,"heart"
"complex",150,50,18,"heart"
"linear",257,50,18,"heart"
"rbf",257,50,18,"heart"
"matern32",257,50,18,"heart"
"complex",257,50,18,"heart"
"linear",50,100,18,"heart"
"rbf",50,100,18,"heart"
"matern32",50,100,18,"heart"
"complex",50,100,18,"heart"
"linear",100,100,18,"heart"
"rbf",100,100,18,"heart"
"matern32",100,100,18,"heart"
"complex",100,100,18,"heart"
"linear",150,100,18,"heart"
"rbf",150,100,18,"heart"
"matern32",150,100,18,"heart"
"complex",150,100,18,"heart"
"linear",257,100,18,"heart"
"rbf",257,100,18,"heart"
"matern32",257,100,18,"heart"
"complex",257,100,18,"heart"
"linear",50,25,19,"heart"
"rbf",50,25,19,"heart"
"matern32",50,25,19,"heart"
"complex",50,25,19,"heart"
"linear",100,25,19,"heart"
"rbf",100,25,19,"heart"
"matern32",100,25,19,"heart"
"complex",100,25,19,"heart"
"linear",150,25,19,"heart"
"rbf",150,25,19,"heart"
"matern32",150,25,19,"heart"
"complex",150,25,19,"heart"
"linear",257,25,19,"heart"
"rbf",257,25,19,"heart"
"matern32",257,25,19,"heart"
"complex",257,25,19,"heart"
"linear",50,50,19,"heart"
"rbf",50,50,19,"heart"
"matern32",50,50,19,"heart"
"complex",50,50,19,"heart"
"linear",100,50,19,"heart"
"rbf",100,50,19,"heart"
"matern32",100,50,19,"heart"
"complex",100,50,19,"heart"
"linear",150,50,19,"heart"
"rbf",150,50,19,"heart"
"matern32",150,50,19,"heart"
"complex",150,50,19,"heart"
"linear",257,50,19,"heart"
"rbf",257,50,19,"heart"
"matern32",257,50,19,"heart"
"complex",257,50,19,"heart"
"linear",50,100,19,"heart"
"rbf",50,100,19,"heart"
"matern32",50,100,19,"heart"
"complex",50,100,19,"heart"
"linear",100,100,19,"heart"
"rbf",100,100,19,"heart"
"matern32",100,100,19,"heart"
"complex",100,100,19,"heart"
"linear",150,100,19,"heart"
"rbf",150,100,19,"heart"
"matern32",150,100,19,"heart"
"complex",150,100,19,"heart"
"linear",257,100,19,"heart"
"rbf",257,100,19,"heart"
"matern32",257,100,19,"heart"
"complex",257,100,19,"heart"
"linear",100,25,0,"mi"
"rbf",100,25,0,"mi"
"matern32",100,25,0,"mi"
"complex",100,25,0,"mi"
"linear",200,25,0,"mi"
"rbf",200,25,0,"mi"
"matern32",200,25,0,"mi"
"complex",200,25,0,"mi"
"linear",500,25,0,"mi"
"rbf",500,25,0,"mi"
"matern32",500,25,0,"mi"
"complex",500,25,0,"mi"
"linear",1000,25,0,"mi"
"rbf",1000,25,0,"mi"
"matern32",1000,25,0,"mi"
"complex",1000,25,0,"mi"
"linear",100,50,0,"mi"
"rbf",100,50,0,"mi"
"matern32",100,50,0,"mi"
"complex",100,50,0,"mi"
"linear",200,50,0,"mi"
"rbf",200,50,0,"mi"
"matern32",200,50,0,"mi"
"complex",200,50,0,"mi"
"linear",500,50,0,"mi"
"rbf",500,50,0,"mi"
"matern32",500,50,0,"mi"
"complex",500,50,0,"mi"
"linear",1000,50,0,"mi"
"rbf",1000,50,0,"mi"
"matern32",1000,50,0,"mi"
"complex",1000,50,0,"mi"
"linear",100,100,0,"mi"
"rbf",100,100,0,"mi"
"matern32",100,100,0,"mi"
"complex",100,100,0,"mi"
"linear",200,100,0,"mi"
"rbf",200,100,0,"mi"
"matern32",200,100,0,"mi"
"complex",200,100,0,"mi"
"linear",500,100,0,"mi"
"rbf",500,100,0,"mi"
"matern32",500,100,0,"mi"
"complex",500,100,0,"mi"
"linear",1000,100,0,"mi"
"rbf",1000,100,0,"mi"
"matern32",1000,100,0,"mi"
"complex",1000,100,0,"mi"
"linear",100,25,1,"mi"
"rbf",100,25,1,"mi"
"matern32",100,25,1,"mi"
"complex",100,25,1,"mi"
"linear",200,25,1,"mi"
"rbf",200,25,1,"mi"
"matern32",200,25,1,"mi"
"complex",200,25,1,"mi"
"linear",500,25,1,"mi"
"rbf",500,25,1,"mi"
"matern32",500,25,1,"mi"
"complex",500,25,1,"mi"
"linear",1000,25,1,"mi"
"rbf",1000,25,1,"mi"
"matern32",1000,25,1,"mi"
"complex",1000,25,1,"mi"
"linear",100,50,1,"mi"
"rbf",100,50,1,"mi"
"matern32",100,50,1,"mi"
"complex",100,50,1,"mi"
"linear",200,50,1,"mi"
"rbf",200,50,1,"mi"
"matern32",200,50,1,"mi"
"complex",200,50,1,"mi"
"linear",500,50,1,"mi"
"rbf",500,50,1,"mi"
"matern32",500,50,1,"mi"
"complex",500,50,1,"mi"
"linear",1000,50,1,"mi"
"rbf",1000,50,1,"mi"
"matern32",1000,50,1,"mi"
"complex",1000,50,1,"mi"
"linear",100,100,1,"mi"
"rbf",100,100,1,"mi"
"matern32",100,100,1,"mi"
"complex",100,100,1,"mi"
"linear",200,100,1,"mi"
"rbf",200,100,1,"mi"
"matern32",200,100,1,"mi"
"complex",200,100,1,"mi"
"linear",500,100,1,"mi"
"rbf",500,100,1,"mi"
"matern32",500,100,1,"mi"
"complex",500,100,1,"mi"
"linear",1000,100,1,"mi"
"rbf",1000,100,1,"mi"
"matern32",1000,100,1,"mi"
"complex",1000,100,1,"mi"
"linear",100,25,2,"mi"
"rbf",100,25,2,"mi"
"matern32",100,25,2,"mi"
"complex",100,25,2,"mi"
"linear",200,25,2,"mi"
"rbf",200,25,2,"mi"
"matern32",200,25,2,"mi"
"complex",200,25,2,"mi"
"linear",500,25,2,"mi"
"rbf",500,25,2,"mi"
"matern32",500,25,2,"mi"
"complex",500,25,2,"mi"
"linear",1000,25,2,"mi"
"rbf",1000,25,2,"mi"
"matern32",1000,25,2,"mi"
"complex",1000,25,2,"mi"
"linear",100,50,2,"mi"
"rbf",100,50,2,"mi"
"matern32",100,50,2,"mi"
"complex",100,50,2,"mi"
"linear",200,50,2,"mi"
"rbf",200,50,2,"mi"
"matern32",200,50,2,"mi"
"complex",200,50,2,"mi"
"linear",500,50,2,"mi"
"rbf",500,50,2,"mi"
"matern32",500,50,2,"mi"
"complex",500,50,2,"mi"
"linear",1000,50,2,"mi"
"rbf",1000,50,2,"mi"
"matern32",1000,50,2,"mi"
"complex",1000,50,2,"mi"
"linear",100,100,2,"mi"
"rbf",100,100,2,"mi"
"matern32",100,100,2,"mi"
"complex",100,100,2,"mi"
"linear",200,100,2,"mi"
"rbf",200,100,2,"mi"
"matern32",200,100,2,"mi"
"complex",200,100,2,"mi"
"linear",500,100,2,"mi"
"rbf",500,100,2,"mi"
"matern32",500,100,2,"mi"
"complex",500,100,2,"mi"
"linear",1000,100,2,"mi"
"rbf",1000,100,2,"mi"
"matern32",1000,100,2,"mi"
"complex",1000,100,2,"mi"
"linear",100,25,3,"mi"
"rbf",100,25,3,"mi"
"matern32",100,25,3,"mi"
"complex",100,25,3,"mi"
"linear",200,25,3,"mi"
"rbf",200,25,3,"mi"
"matern32",200,25,3,"mi"
"complex",200,25,3,"mi"
"linear",500,25,3,"mi"
"rbf",500,25,3,"mi"
"matern32",500,25,3,"mi"
"complex",500,25,3,"mi"
"linear",1000,25,3,"mi"
"rbf",1000,25,3,"mi"
"matern32",1000,25,3,"mi"
"complex",1000,25,3,"mi"
"linear",100,50,3,"mi"
"rbf",100,50,3,"mi"
"matern32",100,50,3,"mi"
"complex",100,50,3,"mi"
"linear",200,50,3,"mi"
"rbf",200,50,3,"mi"
"matern32",200,50,3,"mi"
"complex",200,50,3,"mi"
"linear",500,50,3,"mi"
"rbf",500,50,3,"mi"
"matern32",500,50,3,"mi"
"complex",500,50,3,"mi"
"linear",1000,50,3,"mi"
"rbf",1000,50,3,"mi"
"matern32",1000,50,3,"mi"
"complex",1000,50,3,"mi"
"linear",100,100,3,"mi"
"rbf",100,100,3,"mi"
"matern32",100,100,3,"mi"
"complex",100,100,3,"mi"
"linear",200,100,3,"mi"
"rbf",200,100,3,"mi"
"matern32",200,100,3,"mi"
"complex",200,100,3,"mi"
"linear",500,100,3,"mi"
"rbf",500,100,3,"mi"
"matern32",500,100,3,"mi"
"complex",500,100,3,"mi"
"linear",1000,100,3,"mi"
"rbf",1000,100,3,"mi"
"matern32",1000,100,3,"mi"
"complex",1000,100,3,"mi"
"linear",100,25,4,"mi"
"rbf",100,25,4,"mi"
"matern32",100,25,4,"mi"
"complex",100,25,4,"mi"
"linear",200,25,4,"mi"
"rbf",200,25,4,"mi"
"matern32",200,25,4,"mi"
"complex",200,25,4,"mi"
"linear",500,25,4,"mi"
"rbf",500,25,4,"mi"
"matern32",500,25,4,"mi"
"complex",500,25,4,"mi"
"linear",1000,25,4,"mi"
"rbf",1000,25,4,"mi"
"matern32",1000,25,4,"mi"
"complex",1000,25,4,"mi"
"linear",100,50,4,"mi"
"rbf",100,50,4,"mi"
"matern32",100,50,4,"mi"
"complex",100,50,4,"mi"
"linear",200,50,4,"mi"
"rbf",200,50,4,"mi"
"matern32",200,50,4,"mi"
"complex",200,50,4,"mi"
"linear",500,50,4,"mi"
"rbf",500,50,4,"mi"
"matern32",500,50,4,"mi"
"complex",500,50,4,"mi"
"linear",1000,50,4,"mi"
"rbf",1000,50,4,"mi"
"matern32",1000,50,4,"mi"
"complex",1000,50,4,"mi"
"linear",100,100,4,"mi"
"rbf",100,100,4,"mi"
"matern32",100,100,4,"mi"
"complex",100,100,4,"mi"
"linear",200,100,4,"mi"
"rbf",200,100,4,"mi"
"matern32",200,100,4,"mi"
"complex",200,100,4,"mi"
"linear",500,100,4,"mi"
"rbf",500,100,4,"mi"
"matern32",500,100,4,"mi"
"complex",500,100,4,"mi"
"linear",1000,100,4,"mi"
"rbf",1000,100,4,"mi"
"matern32",1000,100,4,"mi"
"complex",1000,100,4,"mi"
"linear",100,25,5,"mi"
"rbf",100,25,5,"mi"
"matern32",100,25,5,"mi"
"complex",100,25,5,"mi"
"linear",200,25,5,"mi"
"rbf",200,25,5,"mi"
"matern32",200,25,5,"mi"
"complex",200,25,5,"mi"
"linear",500,25,5,"mi"
"rbf",500,25,5,"mi"
"matern32",500,25,5,"mi"
"complex",500,25,5,"mi"
"linear",1000,25,5,"mi"
"rbf",1000,25,5,"mi"
"matern32",1000,25,5,"mi"
"complex",1000,25,5,"mi"
"linear",100,50,5,"mi"
"rbf",100,50,5,"mi"
"matern32",100,50,5,"mi"
"complex",100,50,5,"mi"
"linear",200,50,5,"mi"
"rbf",200,50,5,"mi"
"matern32",200,50,5,"mi"
"complex",200,50,5,"mi"
"linear",500,50,5,"mi"
"rbf",500,50,5,"mi"
"matern32",500,50,5,"mi"
"complex",500,50,5,"mi"
"linear",1000,50,5,"mi"
"rbf",1000,50,5,"mi"
"matern32",1000,50,5,"mi"
"complex",1000,50,5,"mi"
"linear",100,100,5,"mi"
"rbf",100,100,5,"mi"
"matern32",100,100,5,"mi"
"complex",100,100,5,"mi"
"linear",200,100,5,"mi"
"rbf",200,100,5,"mi"
"matern32",200,100,5,"mi"
"complex",200,100,5,"mi"
"linear",500,100,5,"mi"
"rbf",500,100,5,"mi"
"matern32",500,100,5,"mi"
"complex",500,100,5,"mi"
"linear",1000,100,5,"mi"
"rbf",1000,100,5,"mi"
"matern32",1000,100,5,"mi"
"complex",1000,100,5,"mi"
"linear",100,25,6,"mi"
"rbf",100,25,6,"mi"
"matern32",100,25,6,"mi"
"complex",100,25,6,"mi"
"linear",200,25,6,"mi"
"rbf",200,25,6,"mi"
"matern32",200,25,6,"mi"
"complex",200,25,6,"mi"
"linear",500,25,6,"mi"
"rbf",500,25,6,"mi"
"matern32",500,25,6,"mi"
"complex",500,25,6,"mi"
"linear",1000,25,6,"mi"
"rbf",1000,25,6,"mi"
"matern32",1000,25,6,"mi"
"complex",1000,25,6,"mi"
"linear",100,50,6,"mi"
"rbf",100,50,6,"mi"
"matern32",100,50,6,"mi"
"complex",100,50,6,"mi"
"linear",200,50,6,"mi"
"rbf",200,50,6,"mi"
"matern32",200,50,6,"mi"
"complex",200,50,6,"mi"
"linear",500,50,6,"mi"
"rbf",500,50,6,"mi"
"matern32",500,50,6,"mi"
"complex",500,50,6,"mi"
"linear",1000,50,6,"mi"
"rbf",1000,50,6,"mi"
"matern32",1000,50,6,"mi"
"complex",1000,50,6,"mi"
"linear",100,100,6,"mi"
"rbf",100,100,6,"mi"
"matern32",100,100,6,"mi"
"complex",100,100,6,"mi"
"linear",200,100,6,"mi"
"rbf",200,100,6,"mi"
"matern32",200,100,6,"mi"
"complex",200,100,6,"mi"
"linear",500,100,6,"mi"
"rbf",500,100,6,"mi"
"matern32",500,100,6,"mi"
"complex",500,100,6,"mi"
"linear",1000,100,6,"mi"
"rbf",1000,100,6,"mi"
"matern32",1000,100,6,"mi"
"complex",1000,100,6,"mi"
"linear",100,25,7,"mi"
"rbf",100,25,7,"mi"
"matern32",100,25,7,"mi"
"complex",100,25,7,"mi"
"linear",200,25,7,"mi"
"rbf",200,25,7,"mi"
"matern32",200,25,7,"mi"
"complex",200,25,7,"mi"
"linear",500,25,7,"mi"
"rbf",500,25,7,"mi"
"matern32",500,25,7,"mi"
"complex",500,25,7,"mi"
"linear",1000,25,7,"mi"
"rbf",1000,25,7,"mi"
"matern32",1000,25,7,"mi"
"complex",1000,25,7,"mi"
"linear",100,50,7,"mi"
"rbf",100,50,7,"mi"
"matern32",100,50,7,"mi"
"complex",100,50,7,"mi"
"linear",200,50,7,"mi"
"rbf",200,50,7,"mi"
"matern32",200,50,7,"mi"
"complex",200,50,7,"mi"
"linear",500,50,7,"mi"
"rbf",500,50,7,"mi"
"matern32",500,50,7,"mi"
"complex",500,50,7,"mi"
"linear",1000,50,7,"mi"
"rbf",1000,50,7,"mi"
"matern32",1000,50,7,"mi"
"complex",1000,50,7,"mi"
"linear",100,100,7,"mi"
"rbf",100,100,7,"mi"
"matern32",100,100,7,"mi"
"complex",100,100,7,"mi"
"linear",200,100,7,"mi"
"rbf",200,100,7,"mi"
"matern32",200,100,7,"mi"
"complex",200,100,7,"mi"
"linear",500,100,7,"mi"
"rbf",500,100,7,"mi"
"matern32",500,100,7,"mi"
"complex",500,100,7,"mi"
"linear",1000,100,7,"mi"
"rbf",1000,100,7,"mi"
"matern32",1000,100,7,"mi"
"complex",1000,100,7,"mi"
"linear",100,25,8,"mi"
"rbf",100,25,8,"mi"
"matern32",100,25,8,"mi"
"complex",100,25,8,"mi"
"linear",200,25,8,"mi"
"rbf",200,25,8,"mi"
"matern32",200,25,8,"mi"
"complex",200,25,8,"mi"
"linear",500,25,8,"mi"
"rbf",500,25,8,"mi"
"matern32",500,25,8,"mi"
"complex",500,25,8,"mi"
"linear",1000,25,8,"mi"
"rbf",1000,25,8,"mi"
"matern32",1000,25,8,"mi"
"complex",1000,25,8,"mi"
"linear",100,50,8,"mi"
"rbf",100,50,8,"mi"
"matern32",100,50,8,"mi"
"complex",100,50,8,"mi"
"linear",200,50,8,"mi"
"rbf",200,50,8,"mi"
"matern32",200,50,8,"mi"
"complex",200,50,8,"mi"
"linear",500,50,8,"mi"
"rbf",500,50,8,"mi"
"matern32",500,50,8,"mi"
"complex",500,50,8,"mi"
"linear",1000,50,8,"mi"
"rbf",1000,50,8,"mi"
"matern32",1000,50,8,"mi"
"complex",1000,50,8,"mi"
"linear",100,100,8,"mi"
"rbf",100,100,8,"mi"
"matern32",100,100,8,"mi"
"complex",100,100,8,"mi"
"linear",200,100,8,"mi"
"rbf",200,100,8,"mi"
"matern32",200,100,8,"mi"
"complex",200,100,8,"mi"
"linear",500,100,8,"mi"
"rbf",500,100,8,"mi"
"matern32",500,100,8,"mi"
"complex",500,100,8,"mi"
"linear",1000,100,8,"mi"
"rbf",1000,100,8,"mi"
"matern32",1000,100,8,"mi"
"complex",1000,100,8,"mi"
"linear",100,25,9,"mi"
"rbf",100,25,9,"mi"
"matern32",100,25,9,"mi"
"complex",100,25,9,"mi"
"linear",200,25,9,"mi"
"rbf",200,25,9,"mi"
"matern32",200,25,9,"mi"
"complex",200,25,9,"mi"
"linear",500,25,9,"mi"
"rbf",500,25,9,"mi"
"matern32",500,25,9,"mi"
"complex",500,25,9,"mi"
"linear",1000,25,9,"mi"
"rbf",1000,25,9,"mi"
"matern32",1000,25,9,"mi"
"complex",1000,25,9,"mi"
"linear",100,50,9,"mi"
"rbf",100,50,9,"mi"
"matern32",100,50,9,"mi"
"complex",100,50,9,"mi"
"linear",200,50,9,"mi"
"rbf",200,50,9,"mi"
"matern32",200,50,9,"mi"
"complex",200,50,9,"mi"
"linear",500,50,9,"mi"
"rbf",500,50,9,"mi"
"matern32",500,50,9,"mi"
"complex",500,50,9,"mi"
"linear",1000,50,9,"mi"
"rbf",1000,50,9,"mi"
"matern32",1000,50,9,"mi"
"complex",1000,50,9,"mi"
"linear",100,100,9,"mi"
"rbf",100,100,9,"mi"
"matern32",100,100,9,"mi"
"complex",100,100,9,"mi"
"linear",200,100,9,"mi"
"rbf",200,100,9,"mi"
"matern32",200,100,9,"mi"
"complex",200,100,9,"mi"
"linear",500,100,9,"mi"
"rbf",500,100,9,"mi"
"matern32",500,100,9,"mi"
"complex",500,100,9,"mi"
"linear",1000,100,9,"mi"
"rbf",1000,100,9,"mi"
"matern32",1000,100,9,"mi"
"complex",1000,100,9,"mi"
"linear",100,25,10,"mi"
"rbf",100,25,10,"mi"
"matern32",100,25,10,"mi"
"complex",100,25,10,"mi"
"linear",200,25,10,"mi"
"rbf",200,25,10,"mi"
"matern32",200,25,10,"mi"
"complex",200,25,10,"mi"
"linear",500,25,10,"mi"
"rbf",500,25,10,"mi"
"matern32",500,25,10,"mi"
"complex",500,25,10,"mi"
"linear",1000,25,10,"mi"
"rbf",1000,25,10,"mi"
"matern32",1000,25,10,"mi"
"complex",1000,25,10,"mi"
"linear",100,50,10,"mi"
"rbf",100,50,10,"mi"
"matern32",100,50,10,"mi"
"complex",100,50,10,"mi"
"linear",200,50,10,"mi"
"rbf",200,50,10,"mi"
"matern32",200,50,10,"mi"
"complex",200,50,10,"mi"
"linear",500,50,10,"mi"
"rbf",500,50,10,"mi"
"matern32",500,50,10,"mi"
"complex",500,50,10,"mi"
"linear",1000,50,10,"mi"
"rbf",1000,50,10,"mi"
"matern32",1000,50,10,"mi"
"complex",1000,50,10,"mi"
"linear",100,100,10,"mi"
"rbf",100,100,10,"mi"
"matern32",100,100,10,"mi"
"complex",100,100,10,"mi"
"linear",200,100,10,"mi"
"rbf",200,100,10,"mi"
"matern32",200,100,10,"mi"
"complex",200,100,10,"mi"
"linear",500,100,10,"mi"
"rbf",500,100,10,"mi"
"matern32",500,100,10,"mi"
"complex",500,100,10,"mi"
"linear",1000,100,10,"mi"
"rbf",1000,100,10,"mi"
"matern32",1000,100,10,"mi"
"complex",1000,100,10,"mi"
"linear",100,25,11,"mi"
"rbf",100,25,11,"mi"
"matern32",100,25,11,"mi"
"complex",100,25,11,"mi"
"linear",200,25,11,"mi"
"rbf",200,25,11,"mi"
"matern32",200,25,11,"mi"
"complex",200,25,11,"mi"
"linear",500,25,11,"mi"
"rbf",500,25,11,"mi"
"matern32",500,25,11,"mi"
"complex",500,25,11,"mi"
"linear",1000,25,11,"mi"
"rbf",1000,25,11,"mi"
"matern32",1000,25,11,"mi"
"complex",1000,25,11,"mi"
"linear",100,50,11,"mi"
"rbf",100,50,11,"mi"
"matern32",100,50,11,"mi"
"complex",100,50,11,"mi"
"linear",200,50,11,"mi"
"rbf",200,50,11,"mi"
"matern32",200,50,11,"mi"
"complex",200,50,11,"mi"
"linear",500,50,11,"mi"
"rbf",500,50,11,"mi"
"matern32",500,50,11,"mi"
"complex",500,50,11,"mi"
"linear",1000,50,11,"mi"
"rbf",1000,50,11,"mi"
"matern32",1000,50,11,"mi"
"complex",1000,50,11,"mi"
"linear",100,100,11,"mi"
"rbf",100,100,11,"mi"
"matern32",100,100,11,"mi"
"complex",100,100,11,"mi"
"linear",200,100,11,"mi"
"rbf",200,100,11,"mi"
"matern32",200,100,11,"mi"
"complex",200,100,11,"mi"
"linear",500,100,11,"mi"
"rbf",500,100,11,"mi"
"matern32",500,100,11,"mi"
"complex",500,100,11,"mi"
"linear",1000,100,11,"mi"
"rbf",1000,100,11,"mi"
"matern32",1000,100,11,"mi"
"complex",1000,100,11,"mi"
"linear",100,25,12,"mi"
"rbf",100,25,12,"mi"
"matern32",100,25,12,"mi"
"complex",100,25,12,"mi"
"linear",200,25,12,"mi"
"rbf",200,25,12,"mi"
"matern32",200,25,12,"mi"
"complex",200,25,12,"mi"
"linear",500,25,12,"mi"
"rbf",500,25,12,"mi"
"matern32",500,25,12,"mi"
"complex",500,25,12,"mi"
"linear",1000,25,12,"mi"
"rbf",1000,25,12,"mi"
"matern32",1000,25,12,"mi"
"complex",1000,25,12,"mi"
"linear",100,50,12,"mi"
"rbf",100,50,12,"mi"
"matern32",100,50,12,"mi"
"complex",100,50,12,"mi"
"linear",200,50,12,"mi"
"rbf",200,50,12,"mi"
"matern32",200,50,12,"mi"
"complex",200,50,12,"mi"
"linear",500,50,12,"mi"
"rbf",500,50,12,"mi"
"matern32",500,50,12,"mi"
"complex",500,50,12,"mi"
"linear",1000,50,12,"mi"
"rbf",1000,50,12,"mi"
"matern32",1000,50,12,"mi"
"complex",1000,50,12,"mi"
"linear",100,100,12,"mi"
"rbf",100,100,12,"mi"
"matern32",100,100,12,"mi"
"complex",100,100,12,"mi"
"linear",200,100,12,"mi"
